id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP12838353,WAHT01000000,GCA_008921745.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP04320555,CP013484,GCA_001469735.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP03996326,CP014040,GCA_002953535.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP03996324,CP014053,GCA_002953515.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05271497,CP016224,GCA_001679745.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860636,CP017889,GCA_002119505.2,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860638,CP017896,GCA_002149105.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860639,CP017899,GCA_002119545.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860641,CP017907,GCA_002119565.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860645,CP017911,GCA_002119585.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860642,CP017913,GCA_002149085.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP05860644,CP017918,GCA_002149065.1,663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP09977130,CP032213,GCA_005239365.1,1208308,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alginolyticus,878,505
MMP03177770,CP011464,GCA_001997225.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP04631738,CP016095,GCA_002163795.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177691,CP010030,GCA_001989795.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177545,CP010032,GCA_001989775.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177582,CP010034,GCA_001989735.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177548,CP010036,GCA_001989675.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178184,CP010038,GCA_001989915.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177576,CP010040,GCA_001989815.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP02232015,CP003220.1,GCA_000189295.2,641491,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio desulfuricans_A,606,370
MMP2272703,FO203427.1,GCA_000341895.1,1322246,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio piezophilus,607,370
MMP10428828,LT907975,GCA_900217235.1,57320,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio profundus,608,370
MMP11866835,CP040751,GCA_008001235.1,2583823,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio sp008001235,609,370
MMP03177577,CP010042,GCA_001989855.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178218,CP010044,GCA_001989935.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178219,CP010046,GCA_001989715.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03176858,CP010076,GCA_001990065.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177461,CP010078,GCA_001990105.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177463,CP010082,GCA_001990045.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177464,CP010084,GCA_001989995.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177521,CP010291,GCA_001990085.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03652800,CP011458,GCA_001989655.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03175439,CP011460,GCA_001660505.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178188,CP011462,GCA_001989835.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03177783,CP011466,GCA_001989695.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178171,CP011470,GCA_001989755.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03178169,CP011472,GCA_001989895.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP03175443,CP011475,GCA_001990025.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP06606092,CP020534,GCA_003031205.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07249489,CP022099,GCA_002212005.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07251967,CP022101,GCA_002211985.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07257084,CP022103,GCA_002212025.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07569844,CP023054,GCA_002287545.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07602430,CP023208,GCA_002291265.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07568194,CP023289,GCA_002813795.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07568193,CP023291,GCA_002813835.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07571505,CP023293,GCA_002813815.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP09708448,CP031223,GCA_008973485.1,2283160,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Psychrobacillus,Psychrobacillus glaciei,631,380
MMP07622449,CP023310,GCA_002310335.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP07571490,CP023433,GCA_002813855.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP3865288,LK021129.1,GCA_000786425.1,55601,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP02603689,CP002284,GCA_000217675.1,882102,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP02604340,CP006699.1,GCA_000462975.1,882944,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio anguillarum,879,505
MMP11996127,CP045350,GCA_009363415.1,2587862,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio aquimaris,880,505
MMP04867928,CP016177,GCA_001677275.1,553239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio breoganii,881,505
MMP02603919,CP003879.1,GCA_000153485.2,313595,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus torquis,637,382
MMP09874067,CP033134,GCA_003691485.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP04364235,CP019634,GCA_001991055.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP06310879,CP020076,GCA_002140055.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP06909310,CP021145,GCA_002142655.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP02604075,AE009441.1,GCA_000007225.1,178306,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,642,386
MMP3283067,AL096836.1,GCA_000195935.2,272844,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus abyssi,643,387
MMP06711904,CP023154,GCA_008245085.1,186497,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,644,387
MMP02604284,AE009950.1,GCA_000007305.1,186497,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,644,387
MMP00061090,BA000001.2,GCA_000011105.1,70601,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,645,387
MMP02603477,CP002670.1,GCA_000211475.1,342949,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp000211475,646,387
MMP02603491,CP003534.1,GCA_000263735.1,1183377,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp000263735,647,387
MMP02603867,CP002779.1,GCA_000215995.1,529709,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus yayanosii,648,387
MMP03223811,CP013011,GCA_001412615.1,1273541,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi,649,388
MMP02232047,CP002838.1,GCA_000223395.1,694429,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii,650,389
MMP3138265,CT978603,GCA_000063525.1,316278,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,RCC307,RCC307 sp000063525,651,390
MMP08330869,CP026315,GCA_002906455.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP08563960,CP027062,GCA_002966125.1,2094025,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,RR4-38,RR4-38 sp002966125,653,392
MMP10850838,CP035632,GCA_008807075.1,2511069,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,RSCCF101,RSCCF101 sp008807075,654,393
MMP08330225,CP026321,GCA_002906475.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP02603684,CP000910,GCA_000018885.1,288705,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,656,395
MMP07689502,CP023720,GCA_002501585.1,1727214,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus erythropolis,657,396
MMP00060932,AP008957.1,GCA_000010105.1,234621,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus erythropolis,657,396
MMP04101985,CP012749,GCA_001682295.1,1723645,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,658,396
MMP07836922,CP024315,GCA_002741725.1,1830,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus ruber,659,396
MMP05560454,CP017014,GCA_001767395.1,679318,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus sp001767395,660,396
MMP03140693,CP010797,GCA_000954115.1,1564114,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus_B sp000954115,661,397
MMP09537147,CP030788,GCA_003312585.1,680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP02603960,CP000789,GCA_000017705.1,2902295,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio campbellii,882,505
MMP10953904,CP036272,GCA_007745635.1,2528025,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula_B sp002167455,664,400
MMP10952951,CP036264,GCA_008035925.1,2795974,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula_B sp008035925,665,400
MMP02261379,CP003029.1,GCA_000224745.1,762570,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,666,401
MMP00002700,CP001807,GCA_000024845.1,518766,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,666,401
MMP10712958,CP034970,GCA_004022545.1,170679,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio chagasii_A,883,505
MMP05567318,CP016987,GCA_002313025.1,666,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,884,505
MMP04168691,CP013013,GCA_001854425.1,666,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,884,505
MMP00079801,AP018227,GCA_002368095.1,1973488,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia,Rivularia parasitica,670,403
MMP02232049,CP003549.1,GCA_000316665.1,373994,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia,Rivularia sp000316665,671,403
MMP02603916,CP001712,GCA_000024125.1,313596,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,672,404
MMP08813238,CP028892,GCA_003063885.1,666,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,884,505
MMP13091048,CP046065,GCA_009676865.1,2661922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP03010512,CP009264.2,GCA_000763535.2,190893,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP02940923,CP009618.1,GCA_000772065.1,190893,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP05327862,CP016556,GCA_001693615.1,190893,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP06626869,CP020453,GCA_002073995.1,190893,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP09704979,CP031472,GCA_003391375.1,190893,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP11996125,CP045355,GCA_009363455.1,2587860,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP10980022,CP042914,GCA_008065135.1,980254,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,Roseimaritima ulvae,678,407
MMP13091047,CP046162,GCA_009708195.1,2661921,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,885,505
MMP11475801,CP039700,GCA_005144905.1,47951,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,886,505
MMP0260357,CP001805,GCA_000024825.1,150340,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio diabolicus,887,505
MMP11996130,CP045338,GCA_009363355.1,2587865,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio fortis,888,505
MMP02603955,CP002377.1,GCA_000184325.1,903510,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio furnissii,889,505
MMP06053751,CP018835,GCA_002196515.1,687,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio gazogenes_A,890,505
MMP06041746,CP018680,GCA_001908435.2,669,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio harveyi,891,505
MMP03075601,CP009467,GCA_000770115.2,669,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio harveyi,891,505
MMP12989727,CP045070,GCA_009184745.1,669,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio harveyi,891,505
MMP00036656,CP025792,GCA_002887615.1,1280002,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio jasicida,892,505
MMP10334306,CP033577,GCA_003726935.1,689,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio mediterranei,893,505
MMP06076956,CP018308,GCA_002214345.1,689,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio mediterranei,893,505
MMP09685251,CP031115,GCA_003568865.1,2051957,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter indicoceani,688,412
MMP08915441,CP028943,GCA_003443775.1,2163016,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP05302748,CP016347,GCA_001680045.1,691,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP05302750,CP016349,GCA_001680065.1,691,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP05302751,CP016351,GCA_001680085.1,691,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP02603160,CP003241,GCA_000241385.1,1116375,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP13189415,CP045851,GCA_009650215.1,2789776,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,SKKL01,SCSIO-58843,SCSIO-58843 sp009650215,694,417
MMP04191486,CP012986,GCA_001761425.1,1737403,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,SG9,SG9 sp001761425,695,418
MMP11370769,CP040089,GCA_009617975.1,2565781,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,SG9,SG9 sp009617975,696,418
MMP03178087,CP009977,GCA_001456255.1,1219067,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP00180332,AP019860,GCA_009002475.1,2596890,Bacteria,Planctomycetota,J132,SRT547,SRT547,SRT547,SRT547 sp009002475,698,420
MMP05302747,CP016345,GCA_001680025.1,1219067,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio natriegens,894,505
MMP12368985,CP042243,GCA_008152325.1,2599308,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Thermotaleaceae,SY095,SY095 sp008152325,700,422
MMP05284052,CP016353,GCA_002240355.1,530584,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora marina_A,701,423
MMP03323923,FO203527.1,GCA_000801275.1,28173,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio nigripulchritudo,895,505
MMP13227472,CP045929,GCA_009664835.1,2665642,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora_B coralli,703,425
MMP09878769,CP033144,GCA_003691545.1,696485,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio owensii,896,505
